Year,Player Name,Salary (Unadjusted),Salary (Adjusted)
2004-2005,Calbert Cheaney,"$1,600,000","$2,573,402"
2004-2005,Tyronn Lue,"$1,600,000","$2,573,402"
2004-2005,Wesley Person,"$1,600,000","$2,573,402"
2004-2005,Maurice Williams,"$1,600,000","$2,573,402"
2004-2005,Fred Hoiberg,"$1,600,000","$2,573,402"
2004-2005,Chris Andersen,"$1,600,000","$2,573,402"
2004-2005,Ibo Kutluay,"$1,600,000","$2,573,402"
2004-2005,Darius Songaila,"$1,600,000","$2,573,402"
2004-2005,Anthony Peeler,"$1,600,000","$2,573,402"
2004-2005,Samuel Dalembert,"$1,599,549","$2,572,676"
2004-2005,Fred Jones,"$1,572,480","$2,529,139"
2004-2005,Sebastian Telfair,"$1,559,280","$2,507,909"
2004-2005,Primoz Brezec,"$1,554,326","$2,499,941"
2004-2005,Jamaal Tinsley,"$1,554,326","$2,499,941"
2004-2005,Jay Williams,"$1,550,551","$2,493,869"
2004-2005,Tony Parker,"$1,545,441","$2,485,650"
2004-2005,Luke Ridnour,"$1,531,200","$2,462,745"
2004-2005,Zach Randolph,"$1,504,272","$2,419,435"
2004-2005,Jason Collier,"$1,500,000","$2,412,564"
2004-2005,Joel Przybilla,"$1,500,000","$2,412,564"
2004-2005,Bostjan Nachbar,"$1,493,880","$2,402,721"
2004-2005,Kris Humphries,"$1,481,400","$2,382,648"
2004-2005,Earl Watson,"$1,458,000","$2,345,012"
2004-2005,Reece Gaines,"$1,454,640","$2,339,608"
2004-2005,Mike Wilks,"$1,440,092","$2,316,208"
2004-2005,Jiri Welsch,"$1,419,240","$2,282,672"
2004-2005,Al Jefferson,"$1,407,240","$2,263,371"
2004-2005,Jason Hart,"$1,400,000","$2,251,726"
2004-2005,Eddie House,"$1,388,327","$2,232,951"
2004-2005,Troy Bell,"$1,381,920","$2,222,647"
2004-2005,Juan Dixon,"$1,348,200","$2,168,413"
2004-2005,Walter McCarty,"$1,337,500","$2,151,203"
2004-2005,Kirk Snyder,"$1,336,920","$2,150,270"
2004-2005,Daniel Santiago,"$1,320,000","$2,123,056"
2004-2005,Raja Bell,"$1,320,000","$2,123,056"
2004-2005,Zarko Cabarkapa,"$1,312,800","$2,111,476"
2004-2005,Kevin Willis,"$1,300,000","$2,090,889"
2004-2005,Curtis Borchardt,"$1,280,880","$2,060,137"
2004-2005,Nate Huffman,"$1,280,000","$2,058,721"
2004-2005,Josh Smith,"$1,270,080","$2,042,766"
2004-2005,David West,"$1,247,160","$2,005,902"
2004-2005,Ryan Humphrey,"$1,223,160","$1,967,301"
2004-2005,JR Smith,"$1,206,600","$1,940,666"
2004-2005,Rasual Butler,"$1,200,000","$1,930,051"
2004-2005,John Amaechi,"$1,200,000","$1,930,051"
2004-2005,Aleksandar Pavlovic,"$1,191,000","$1,915,576"
2004-2005,Kareem Rush,"$1,174,200","$1,888,555"
2004-2005,Dorell Wright,"$1,152,240","$1,853,235"
2004-2005,Dahntay Jones,"$1,143,360","$1,838,953"
2004-2005,Qyntel Woods,"$1,127,280","$1,813,090"
2004-2005,Jameer Nelson,"$1,106,160","$1,779,121"
2004-2005,Kenny Anderson,"$1,100,000","$1,769,214"
2004-2005,Steve Smith,"$1,100,000","$1,769,214"
2004-2005,Avery Johnson,"$1,100,000","$1,769,214"
2004-2005,Bryon Russell,"$1,100,000","$1,769,214"
2004-2005,Stacey Augmon,"$1,100,000","$1,769,214"
2004-2005,Vladimir Stepania,"$1,100,000","$1,769,214"
2004-2005,Robert Horry,"$1,100,000","$1,769,214"
2004-2005,Tony Massenburg,"$1,100,000","$1,769,214"
2004-2005,Boris Diaw,"$1,097,640","$1,765,418"
2004-2005,Casey Jacobsen,"$1,082,160","$1,740,520"
2004-2005,Pavel Podkolzin,"$1,061,880","$1,707,902"
2004-2005,Zoran Planinic,"$1,053,720","$1,694,778"
2004-2005,Tayshaun Prince,"$1,038,960","$1,671,038"
2004-2005,Viktor Khryapa,"$1,019,400","$1,639,578"
2004-2005,Travis Outlaw,"$1,011,600","$1,627,033"
2004-2005,Travis Best,"$1,000,000","$1,608,376"
2004-2005,Raul Lopez,"$997,320","$1,604,065"
2004-2005,Samaki Walker,"$995,046","$1,600,408"
2004-2005,Brian Cook,"$971,160","$1,561,990"
2004-2005,Frank Williams,"$957,480","$1,539,988"
2004-2005,Delonte West,"$939,480","$1,511,037"
2004-2005,Nenad Krstic,"$939,480","$1,511,037"
2004-2005,Jacque Vaughn,"$932,546","$1,499,884"
2004-2005,Brevin Knight,"$932,546","$1,499,884"
2004-2005,Amal McCaskill,"$932,546","$1,499,884"
2004-2005,Darvin Ham,"$932,546","$1,499,884"
2004-2005,Rick Brunson,"$932,546","$1,499,884"
2004-2005,John Salmons,"$925,680","$1,488,841"
2004-2005,Kendall Gill,"$912,195","$1,467,152"
2004-2005,Tony Allen,"$901,920","$1,450,626"
2004-2005,Carlos Delfino,"$901,920","$1,450,626"
2004-2005,Ndudi Ebi,"$901,440","$1,449,854"
2004-2005,Brian Scalabrine,"$900,000","$1,447,538"
2004-2005,Maciej Lampe,"$900,000","$1,447,538"
2004-2005,Chris Jefferies,"$899,040","$1,445,994"
2004-2005,Dan Dickau,"$893,400","$1,436,923"
2004-2005,Reggie Evans,"$880,000","$1,415,371"
2004-2005,Kendrick Perkins,"$875,400","$1,407,972"
2004-2005,Kevin Martin,"$872,040","$1,402,568"
2004-2005,Adrian Griffin,"$870,046","$1,399,361"
2004-2005,Mark Pope,"$870,046","$1,399,361"
2004-2005,Mikki Moore,"$870,046","$1,399,361"
2004-2005,Bruno Sundov,"$870,046","$1,399,361"
2004-2005,Leandro Barbosa,"$870,000","$1,399,287"
2004-2005,Josh Howard,"$863,640","$1,389,058"
2004-2005,Sasha Vujacic,"$846,840","$1,362,037"
2004-2005,Michael Curry,"$845,122","$1,359,274"
2004-2005,Beno Udrih,"$841,680","$1,353,738"
2004-2005,David Harrison,"$835,560","$1,343,894"
2004-2005,Bobby Simmons,"$825,000","$1,326,910"
2004-2005,Scott Padgett,"$807,546","$1,298,837"
2004-2005,Zendon Hamilton,"$807,546","$1,298,837"
2004-2005,Anthony Carter,"$807,546","$1,298,837"
2004-2005,Milt Palacio,"$807,546","$1,298,837"
2004-2005,Ryan Bowen,"$807,046","$1,298,033"
2004-2005,Didier Ilunga-Mbenga,"$800,000","$1,286,701"
2004-2005,Anderson Varejao,"$788,000","$1,267,400"
2004-2005,Loren Woods,"$755,000","$1,214,324"
2004-2005,Mamadou N'diaye,"$750,000","$1,206,282"
2004-2005,Keith McLeod,"$750,000","$1,206,282"
2004-2005,Rodney Buford,"$745,046","$1,198,314"
2004-2005,DerMarr Johnson,"$745,046","$1,198,314"
2004-2005,Ansu Sesay,"$745,046","$1,198,314"
2004-2005,Keyon Dooling,"$745,046","$1,198,314"
2004-2005,Wang Zhizhi,"$745,046","$1,198,314"
2004-2005,Mark Madsen,"$745,046","$1,198,314"
2004-2005,Lee Nailon,"$745,046","$1,198,314"
2004-2005,Sean Marks,"$745,046","$1,198,314"
2004-2005,Laron Profit,"$745,046","$1,198,314"
2004-2005,Michael Ruffin,"$745,046","$1,198,314"
2004-2005,Marcus Fizer,"$735,960","$1,183,700"
2004-2005,Mateen Cleaves,"$735,960","$1,183,700"
2004-2005,Jabari Smith Sr,"$720,046","$1,158,104"
2004-2005,Eddie Gill,"$720,046","$1,158,104"
2004-2005,Tierre Brown,"$720,046","$1,158,104"
2004-2005,Jamison Brewer,"$720,046","$1,158,104"
2004-2005,Michael Bradley,"$720,046","$1,158,104"
2004-2005,Aleksandar Radojevic,"$720,046","$1,158,104"
2004-2005,Jamal Sampson,"$695,046","$1,117,895"
2004-2005,Tamar Slay,"$695,046","$1,117,895"
2004-2005,Jannero Pargo,"$695,046","$1,117,895"
2004-2005,Smush Parker,"$695,046","$1,117,895"
2004-2005,Dan Gadzuric,"$695,046","$1,117,895"
2004-2005,Eddie Griffin,"$695,046","$1,117,895"
2004-2005,Junior Harrington,"$695,046","$1,117,895"
2004-2005,Ronald Murray,"$695,046","$1,117,895"
2004-2005,Richie Frahm,"$695,046","$1,117,895"
2004-2005,Matt Barnes,"$695,046","$1,117,895"
2004-2005,Maurice Evans,"$695,046","$1,117,895"
2004-2005,Devin Brown,"$695,046","$1,117,895"
2004-2005,Jason Kapono,"$620,046","$997,267"
2004-2005,Keith Bogans,"$620,046","$997,267"
2004-2005,Theron Smith,"$620,046","$997,267"
2004-2005,Tommy Smith,"$620,046","$997,267"
2004-2005,Francisco Elson,"$620,046","$997,267"
2004-2005,Ronald Dupree,"$620,046","$997,267"
2004-2005,James Jones,"$620,046","$997,267"
2004-2005,Quinton Ross,"$620,046","$997,267"
2004-2005,Luke Walton,"$620,046","$997,267"
2004-2005,Jerome Beasley,"$620,046","$997,267"
2004-2005,Udonis Haslem,"$620,046","$997,267"
2004-2005,Zaza Pachulia,"$620,046","$997,267"
2004-2005,Alex Garcia,"$620,046","$997,267"
2004-2005,Brandon Hunter,"$620,046","$997,267"
2004-2005,Josh Davis,"$620,046","$997,267"
2004-2005,Kyle Korver,"$620,046","$997,267"
2004-2005,Willie Green,"$620,046","$997,267"
2004-2005,Linton Johnson,"$620,046","$997,267"
2004-2005,Steve Blake,"$620,046","$997,267"
2004-2005,Peter John Ramos,"$600,000","$965,025"
2004-2005,Lonny Baxter,"$542,475","$872,503"
2004-2005,Efthimios Rentzias,"$516,865","$831,313"
2004-2005,Kaniel Dickens,"$483,938","$778,354"
2004-2005,Lionel Chalmers,"$450,000","$723,769"
2004-2005,Donta Smith,"$425,000","$683,559"
2004-2005,Royal Ivey,"$425,000","$683,559"
2004-2005,Justin Reed,"$385,277","$619,670"
2004-2005,Bernard Robinson,"$385,277","$619,670"
2004-2005,Chris Duhon,"$385,277","$619,670"
2004-2005,Jared Reiner,"$385,277","$619,670"
2004-2005,Arthur Johnson,"$385,277","$619,670"
2004-2005,Horace Jenkins,"$385,277","$619,670"
2004-2005,Luis Flores,"$385,277","$619,670"
2004-2005,Andre Barrett,"$385,277","$619,670"
2004-2005,John Edwards,"$385,277","$619,670"
2004-2005,Andre Emmett,"$385,277","$619,670"
2004-2005,Antonio Burks,"$385,277","$619,670"
2004-2005,Trevor Ariza,"$385,277","$619,670"
2004-2005,Damien Wilkins,"$385,277","$619,670"
2004-2005,Mario Kasun,"$385,277","$619,670"
2004-2005,Jackson Vroman,"$385,277","$619,670"
2004-2005,Erik Daniels,"$385,277","$619,670"
2004-2005,Romain Sato,"$385,277","$619,670"
2004-2005,Matt Bonner,"$385,277","$619,670"
2004-2005,Pape Sow,"$385,277","$619,670"
2004-2005,Matt Freije,"$380,579","$612,113"
2004-2005,Corsley Edwards,"$319,498","$513,873"
2004-2005,Tony Bobbitt,"$305,403","$491,202"
2004-2005,Roger Mason,"$203,428","$327,188"
2004-2005,Jelani McCoy,"$167,418","$269,271"
2004-2005,Anthony Goldwire,"$116,713","$187,718"
2004-2005,Yuta Tabuse,"$108,066","$173,810"
2004-2005,Awvee Storey,"$84,573","$136,025"
2004-2005,Tremaine Fowlkes,"$79,029","$127,108"
2004-2005,Courtney Alexander,"$79,029","$127,108"
2004-2005,Geno Carlisle,"$65,779","$105,797"
2004-2005,Britton Johnsen,"$45,369","$72,970"
2004-2005,Anthony Miller,"$34,118","$54,874"
2005-2006,Shaquille O'Neal,"$20,000,000","$31,373,676"
2005-2006,Allan Houston,"$19,125,000","$30,001,077"
2005-2006,Chris Webber,"$19,125,000","$30,001,077"
2005-2006,Michael Finley,"$18,612,500","$29,197,127"
2005-2006,Kevin Garnett,"$18,000,000","$28,236,308"
2005-2006,Stephon Marbury,"$16,453,125","$25,809,750"
2005-2006,Allen Iverson,"$16,453,125","$25,809,750"
2005-2006,Jason Kidd,"$16,440,000","$25,789,161"
2005-2006,Jermaine O'Neal,"$16,440,000","$25,789,161"
2005-2006,Brian Grant,"$16,006,220","$25,108,697"
2005-2006,Kobe Bryant,"$15,946,875","$25,015,604"
2005-2006,Tim Duncan,"$15,845,156","$24,856,039"
2005-2006,Anfernee Hardaway,"$15,750,000","$24,706,769"
2005-2006,Keith Van Horn,"$15,694,250","$24,619,315"
2005-2006,Tracy McGrady,"$15,694,250","$24,619,315"
2005-2006,Grant Hill,"$15,694,250","$24,619,315"
2005-2006,Jalen Rose,"$15,694,250","$24,619,315"
2005-2006,Eddie Jones,"$14,576,250","$22,865,527"
2005-2006,Tim Thomas,"$13,975,000","$21,922,356"
2005-2006,Antonio Davis,"$13,925,000","$21,843,921"
2005-2006,Paul Pierce,"$13,843,156","$21,715,534"
2005-2006,Vince Carter,"$13,843,156","$21,715,534"
2005-2006,Dirk Nowitzki,"$13,843,156","$21,715,534"
2005-2006,Antawn Jamison,"$13,843,156","$21,715,534"
2005-2006,Baron Davis,"$13,700,000","$21,490,968"
2005-2006,Steve Francis,"$13,700,000","$21,490,968"
2005-2006,Shawn Marion,"$13,700,000","$21,490,968"
2005-2006,Ray Allen,"$13,223,140","$20,742,925"
2005-2006,Elton Brand,"$13,152,000","$20,631,329"
2005-2006,Joe Johnson,"$12,000,000","$18,824,205"
2005-2006,Michael Redd,"$12,000,000","$18,824,205"
2005-2006,Theo Ratliff,"$11,666,666","$18,301,310"
2005-2006,Carlos Boozer,"$11,593,816","$18,187,031"
2005-2006,Mike Bibby,"$11,500,000","$18,039,863"
2005-2006,Lamar Odom,"$11,465,333","$17,985,482"
2005-2006,Pau Gasol,"$10,993,000","$17,244,541"
2005-2006,Andrei Kirilenko,"$10,983,000","$17,228,854"
2005-2006,Rasheed Wallace,"$10,860,000","$17,035,906"
2005-2006,Derek Anderson,"$10,763,000","$16,883,742"
2005-2006,Zach Randolph,"$10,666,667","$16,732,627"
2005-2006,Kenyon Martin,"$10,636,364","$16,685,091"
2005-2006,Raef LaFrentz,"$10,623,288","$16,664,579"
2005-2006,Larry Hughes,"$10,344,900","$16,227,877"
2005-2006,Gilbert Arenas,"$10,243,200","$16,068,341"
2005-2006,Richard Jefferson,"$10,200,000","$16,000,574"
2005-2006,Jamal Mashburn,"$10,075,000","$15,804,489"
2005-2006,Wally Szczerbiak,"$10,000,000","$15,686,838"
2005-2006,Doug Christie,"$9,775,000","$15,333,883"
2005-2006,Steve Nash,"$9,625,000","$15,098,581"
2005-2006,Vin Baker,"$9,183,333","$14,405,745"
2005-2006,Marcus Camby,"$9,150,000","$14,353,456"
2005-2006,Maurice Taylor,"$9,100,000","$14,275,022"
2005-2006,Tyson Chandler,"$9,000,000","$14,118,154"
2005-2006,Shandon Anderson,"$8,935,000","$14,016,189"
2005-2006,Jason Richardson,"$8,888,888","$13,943,854"
2005-2006,Brad Miller,"$8,750,000","$13,725,983"
2005-2006,Zydrunas Ilgauskas,"$8,740,000","$13,710,296"
2005-2006,Erick Dampier,"$8,662,500","$13,588,723"
2005-2006,Kelvin Cato,"$8,640,000","$13,553,428"
2005-2006,Richard Hamilton,"$8,625,000","$13,529,897"
2005-2006,Rashard Lewis,"$8,571,429","$13,445,861"
2005-2006,Jamaal Magloire,"$8,533,333","$13,386,101"
2005-2006,Aaron McKie,"$8,500,000","$13,333,811"
2005-2006,Samuel Dalembert,"$8,470,000","$13,286,751"
2005-2006,Tony Parker,"$8,400,000","$13,176,943"
2005-2006,Jerry Stackhouse,"$8,367,187","$13,125,470"
2005-2006,Mehmet Okur,"$8,250,000","$12,941,641"
2005-2006,Andre Miller,"$8,100,000","$12,706,338"
2005-2006,Bobby Simmons,"$8,000,000","$12,549,470"
2005-2006,PJ Brown,"$8,000,000","$12,549,470"
2005-2006,Bonzi Wells,"$8,000,000","$12,549,470"
2005-2006,Austin Croshere,"$7,900,000","$12,392,602"
2005-2006,Lorenzen Wright,"$7,700,000","$12,078,865"
2005-2006,Jason Williams,"$7,562,500","$11,863,171"
2005-2006,Ben Wallace,"$7,500,000","$11,765,128"
2005-2006,Kwame Brown,"$7,500,000","$11,765,128"
2005-2006,Predrag Stojakovic,"$7,500,000","$11,765,128"
2005-2006,Manu Ginobili,"$7,428,937","$11,653,653"
2005-2006,Eddy Curry,"$7,390,000","$11,592,573"
2005-2006,Troy Murphy,"$7,365,079","$11,553,480"
2005-2006,Desmond Mason,"$7,333,333","$11,503,680"
2005-2006,Adonal Foyle,"$7,312,500","$11,471,000"
2005-2006,Calvin Booth,"$7,255,098","$11,380,954"
2005-2006,Darius Miles,"$7,250,000","$11,372,957"
2005-2006,Cuttino Mobley,"$7,200,000","$11,294,523"
2005-2006,Jonathan Bender,"$7,175,000","$11,255,306"
2005-2006,Corey Maggette,"$7,000,000","$10,980,786"
2005-2006,Al Harrington,"$6,957,500","$10,914,117"
2005-2006,Quentin Richardson,"$6,940,000","$10,886,665"
2005-2006,Antoine Walker,"$6,880,000","$10,792,544"
2005-2006,Sam Cassell,"$6,875,000","$10,784,701"
2005-2006,Metta World Peace,"$6,842,105","$10,733,099"
2005-2006,Mike Miller,"$6,750,000","$10,588,615"
2005-2006,Radoslav Nesterovic,"$6,720,000","$10,541,555"
2005-2006,Jason Terry,"$6,666,667","$10,457,892"
2005-2006,Jerome Williams,"$6,620,063","$10,384,785"
2005-2006,Kurt Thomas,"$6,620,062","$10,384,784"
2005-2006,Kenny Thomas,"$6,500,000","$10,196,444"
2005-2006,Jamal Crawford,"$6,480,000","$10,165,071"
2005-2006,Lamond Murray,"$6,388,500","$10,021,535"
2005-2006,Clarence Weatherspoon,"$6,353,200","$9,966,161"
2005-2006,Joe Smith,"$6,353,200","$9,966,161"
2005-2006,Todd MacCulloch,"$6,353,200","$9,966,161"
2005-2006,Ruben Patterson,"$6,353,200","$9,966,161"
2005-2006,Alvin Williams,"$6,300,000","$9,882,707"
2005-2006,Scot Pollard,"$6,274,937","$9,843,392"
2005-2006,Danny Fortson,"$6,207,670","$9,737,871"
2005-2006,Malik Rose,"$6,008,750","$9,425,828"
2005-2006,Reggie Miller,"$6,000,000","$9,412,102"
2005-2006,Corliss Williamson,"$6,000,000","$9,412,102"
2005-2006,Howard Eisley,"$5,926,984","$9,297,563"
2005-2006,Ricky Davis,"$5,909,800","$9,270,607"
2005-2006,Chauncey Billups,"$5,909,800","$9,270,607"
2005-2006,Juwan Howard,"$5,900,400","$9,255,861"
2005-2006,James Posey,"$5,900,400","$9,255,861"
2005-2006,Michael Olowokandi,"$5,900,400","$9,255,861"
2005-2006,Stephen Jackson,"$5,610,000","$8,800,316"
2005-2006,Yao Ming,"$5,594,906","$8,776,638"
2005-2006,Mark Blount,"$5,515,875","$8,652,663"
2005-2006,Jason Collins,"$5,500,000","$8,627,760"
2005-2006,Nazr Mohammed,"$5,500,000","$8,627,760"
2005-2006,Eric Snow,"$5,484,375","$8,603,250"
2005-2006,Eddie Robinson,"$5,444,444","$8,540,611"
2005-2006,Jamaal Tinsley,"$5,400,000","$8,470,892"
2005-2006,Marquis Daniels,"$5,393,300","$8,460,382"
2005-2006,Antonio McDyess,"$5,393,300","$8,460,382"
2005-2006,Derek Fisher,"$5,393,300","$8,460,382"
2005-2006,Brian Cardinal,"$5,393,300","$8,460,382"
2005-2006,Hidayet Turkoglu,"$5,393,300","$8,460,382"
2005-2006,Etan Thomas,"$5,393,300","$8,460,382"
2005-2006,Troy Hudson,"$5,253,000","$8,240,296"
2005-2006,Tony Battie,"$5,200,000","$8,157,155"
2005-2006,Alonzo Mourning,"$5,138,500","$8,060,681"
2005-2006,David Wesley,"$5,070,000","$7,953,226"
2005-2006,Matt Harpring,"$5,020,000","$7,874,792"
2005-2006,Devean George,"$5,000,600","$7,844,360"
2005-2006,Gerald Wallace,"$5,000,000","$7,843,419"
2005-2006,Earl Watson,"$5,000,000","$7,843,419"
2005-2006,Stromile Swift,"$5,000,000","$7,843,419"
2005-2006,Jeff Foster,"$5,000,000","$7,843,419"
2005-2006,Udonis Haslem,"$5,000,000","$7,843,419"
2005-2006,Marko Jaric,"$5,000,000","$7,843,419"
2005-2006,Jerome James,"$5,000,000","$7,843,419"
2005-2006,Shareef Abdur-Rahim,"$5,000,000","$7,843,419"
2005-2006,Antonio Daniels,"$5,000,000","$7,843,419"
2005-2006,Brian Skinner,"$4,950,000","$7,764,984"
2005-2006,Shane Battier,"$4,903,000","$7,691,256"
2005-2006,Donyell Marshall,"$4,799,108","$7,528,282"
2005-2006,Dan Gadzuric,"$4,750,000","$7,451,248"
2005-2006,Brent Barry,"$4,691,390","$7,359,307"
2005-2006,LeBron James,"$4,621,800","$7,250,142"
2005-2006,Brevin Knight,"$4,600,000","$7,215,945"
2005-2006,Marc Jackson,"$4,550,000","$7,137,511"
2005-2006,Morris Peterson,"$4,550,000","$7,137,511"
2005-2006,Mike Dunleavy,"$4,506,261","$7,068,898"
2005-2006,Shawn Bradley,"$4,500,000","$7,059,077"
2005-2006,Chucky Atkins,"$4,500,000","$7,059,077"
2005-2006,Dwight Howard,"$4,493,160","$7,048,347"
2005-2006,Greg Ostertag,"$4,400,000","$6,902,208"
2005-2006,Trenton Hassell,"$4,350,000","$6,823,774"
2005-2006,Andrew Bogut,"$4,340,520","$6,808,903"
2005-2006,Raja Bell,"$4,250,000","$6,666,906"
2005-2006,Moochie Norris,"$4,200,000","$6,588,471"
2005-2006,Eduardo Najera,"$4,190,476","$6,573,531"
2005-2006,Darko Milicic,"$4,135,200","$6,486,821"
2005-2006,Drew Gooden,"$4,065,811","$6,377,971"
2005-2006,Emeka Okafor,"$4,020,120","$6,306,297"
2005-2006,Zaza Pachulia,"$4,000,000","$6,274,735"
2005-2006,Carlos Arroyo,"$4,000,000","$6,274,735"
2005-2006,Sarunas Jasikevicius,"$4,000,000","$6,274,735"
2005-2006,Gordan Giricek,"$4,000,000","$6,274,735"
2005-2006,Brendan Haywood,"$4,000,000","$6,274,735"
2005-2006,Eric Williams,"$3,938,000","$6,177,476"
2005-2006,Marvin Williams,"$3,883,560","$6,092,077"
2005-2006,Rafer Alston,"$3,850,000","$6,039,432"
2005-2006,Chris Mihm,"$3,792,817","$5,949,730"
2005-2006,Damon Stoudamire,"$3,750,000","$5,882,564"
2005-2006,Carmelo Anthony,"$3,713,640","$5,825,526"
2005-2006,Evan Eschmeyer,"$3,711,400","$5,822,013"
2005-2006,Tariq Abdul-Wahad,"$3,656,250","$5,735,500"
2005-2006,Kyle Korver,"$3,630,363","$5,694,891"
2005-2006,Ben Gordon,"$3,610,200","$5,663,262"
2005-2006,Speedy Claxton,"$3,600,000","$5,647,261"
2005-2006,Greg Buckner,"$3,595,926","$5,640,869"
2005-2006,Damon Jones,"$3,590,000","$5,631,574"
2005-2006,Voshon Lenard,"$3,520,000","$5,521,766"
2005-2006,Bob Sura,"$3,520,000","$5,521,766"
2005-2006,Tyronn Lue,"$3,500,000","$5,490,393"
2005-2006,Othella Harrington,"$3,500,000","$5,490,393"
2005-2006,Dale Davis,"$3,500,000","$5,490,393"
2005-2006,Chris Andersen,"$3,500,000","$5,490,393"
2005-2006,Deron Williams,"$3,487,400","$5,470,627"
2005-2006,Mike James,"$3,410,000","$5,349,211"
2005-2006,Jeff McInnis,"$3,400,000","$5,333,524"
2005-2006,Tony Delk,"$3,375,000","$5,294,307"
2005-2006,Bobby Jackson,"$3,375,000","$5,294,307"
2005-2006,Bruce Bowen,"$3,375,000","$5,294,307"
2005-2006,Aaron Williams,"$3,375,000","$5,294,307"
2005-2006,Chris Bosh,"$3,348,000","$5,251,953"
2005-2006,Vitaly Potapenko,"$3,320,000","$5,208,030"
2005-2006,Shaun Livingston,"$3,254,880","$5,105,877"
2005-2006,Pat Garrity,"$3,231,250","$5,068,809"
2005-2006,George Lynch,"$3,200,000","$5,019,788"
2005-2006,Vladimir Radmanovic,"$3,166,155","$4,966,696"
2005-2006,Chris Paul,"$3,144,240","$4,932,318"
2005-2006,Keyon Dooling,"$3,100,000","$4,862,919"
2005-2006,Nenê,"$3,039,889","$4,768,624"
2005-2006,Dwyane Wade,"$3,031,920","$4,756,123"
2005-2006,Kareem Rush,"$3,000,000","$4,706,051"
2005-2006,Eric Piatkowski,"$3,000,000","$4,706,051"
2005-2006,Zeljko Rebraca,"$3,000,000","$4,706,051"
2005-2006,Stanislav Medvedenko,"$3,000,000","$4,706,051"
2005-2006,Robert Horry,"$3,000,000","$4,706,051"
2005-2006,Ira Newble,"$2,950,200","$4,627,930"
2005-2006,Kevin Ollie,"$2,950,200","$4,627,930"
2005-2006,Devin Harris,"$2,947,440","$4,623,601"
2005-2006,Iakovos Tsakalidis,"$2,900,000","$4,549,183"
2005-2006,Raymond Felton,"$2,847,360","$4,466,607"
2005-2006,Chris Wilcox,"$2,812,239","$4,411,513"
2005-2006,Chris Duhon,"$2,800,000","$4,392,314"
2005-2006,Steven Hunter,"$2,800,000","$4,392,314"
2005-2006,Andres Nocioni,"$2,775,000","$4,353,097"
2005-2006,Chris Kaman,"$2,753,760","$4,319,778"
2005-2006,Primoz Brezec,"$2,750,000","$4,313,880"
2005-2006,Earl Boykins,"$2,750,000","$4,313,880"
2005-2006,DeShawn Stevenson,"$2,750,000","$4,313,880"
2005-2006,Josh Childress,"$2,677,200","$4,199,680"
2005-2006,Michael Doleac,"$2,640,000","$4,141,325"
2005-2006,Jim Jackson,"$2,640,000","$4,141,325"
2005-2006,Amare Stoudemire,"$2,589,023","$4,061,358"
2005-2006,Brian Scalabrine,"$2,586,207","$4,056,941"
2005-2006,Martell Webster,"$2,586,120","$4,056,804"
2005-2006,Kirk Hinrich,"$2,513,880","$3,943,482"
2005-2006,Clifford Robinson,"$2,500,000","$3,921,709"
2005-2006,Eddie Griffin,"$2,500,000","$3,921,709"
2005-2006,Arvydas Macijauskas,"$2,500,000","$3,921,709"
2005-2006,Bostjan Nachbar,"$2,500,000","$3,921,709"
2005-2006,Damien Wilkins,"$2,500,000","$3,921,709"
2005-2006,Juan Dixon,"$2,500,000","$3,921,709"
2005-2006,Devin Brown,"$2,500,000","$3,921,709"
2005-2006,Caron Butler,"$2,461,617","$3,861,498"
2005-2006,Luol Deng,"$2,443,920","$3,833,737"
2005-2006,Jared Jeffries,"$2,433,824","$3,817,900"
2005-2006,Anthony Johnson,"$2,420,000","$3,796,214"
2005-2006,Melvin Ely,"$2,401,027","$3,766,452"
2005-2006,James Jones,"$2,400,000","$3,764,841"
2005-2006,Charlie Villanueva,"$2,360,880","$3,703,474"
2005-2006,Fred Jones,"$2,328,843","$3,653,218"
2005-2006,Fabricio Oberto,"$2,325,000","$3,647,189"
2005-2006,TJ Ford,"$2,303,040","$3,612,741"
2005-2006,Dan Dickau,"$2,250,000","$3,529,538"
2005-2006,Rafael Araujo,"$2,238,960","$3,512,220"
2005-2006,Darius Songaila,"$2,200,000","$3,451,104"
2005-2006,Jose Calderon,"$2,190,000","$3,435,417"
2005-2006,Jiri Welsch,"$2,177,114","$3,415,203"
2005-2006,Channing Frye,"$2,162,880","$3,392,874"
2005-2006,Mike Sweetney,"$2,116,920","$3,320,778"
2005-2006,Andre Iguodala,"$2,058,000","$3,228,351"
2005-2006,Jarvis Hayes,"$2,011,080","$3,154,748"
2005-2006,Derrick Coleman,"$2,000,000","$3,137,367"
2005-2006,Dikembe Mutombo,"$2,000,000","$3,137,367"
2005-2006,Vlade Divac,"$2,000,000","$3,137,367"
2005-2006,Toni Kukoc,"$2,000,000","$3,137,367"
2005-2006,Mark Madsen,"$2,000,000","$3,137,367"
2005-2006,Matt Bonner,"$2,000,000","$3,137,367"
2005-2006,Ike Diogu,"$1,988,160","$3,118,794"
2005-2006,Curtis Borchardt,"$1,969,993","$3,090,296"
2005-2006,Luke Jackson,"$1,955,160","$3,067,027"
2005-2006,Jake Voskuhl,"$1,937,500","$3,039,324"
2005-2006,Mickael Pietrus,"$1,910,520","$2,997,001"
2005-2006,Andrew Bynum,"$1,888,680","$2,962,741"
