Year,Player Name,Salary (Unadjusted),Salary (Adjusted)
2011-2012,Brad Miller,"$4,752,000","$6,423,290"
2011-2012,Zaza Pachulia,"$4,750,000","$6,420,587"
2011-2012,Ronnie Brewer,"$4,710,000","$6,366,518"
2011-2012,Kevin Love,"$4,609,701","$6,230,944"
2011-2012,Linas Kleiza,"$4,605,000","$6,224,590"
2011-2012,James Harden,"$4,604,760","$6,224,265"
2011-2012,Derrick Williams,"$4,602,720","$6,221,508"
2011-2012,Nikola Pekovic,"$4,503,600","$6,087,527"
2011-2012,Jonas Jerebko,"$4,500,000","$6,082,661"
2011-2012,Derrick Favors,"$4,443,360","$6,006,100"
2011-2012,Daniel Gibson,"$4,403,834","$5,952,673"
2011-2012,Ronny Turiaf,"$4,360,000","$5,893,423"
2011-2012,Jose Juan Barea,"$4,300,000","$5,812,320"
2011-2012,Ramon Sessions,"$4,257,973","$5,755,512"
2011-2012,Brandon Bass,"$4,250,000","$5,744,735"
2011-2012,Randy Foye,"$4,250,000","$5,744,735"
2011-2012,Jared Dudley,"$4,250,000","$5,744,735"
2011-2012,Chris Andersen,"$4,234,000","$5,723,108"
2011-2012,Danilo Gallinari,"$4,190,182","$5,663,879"
2011-2012,Tyreke Evans,"$4,151,640","$5,611,782"
2011-2012,Enes Kanter,"$4,133,280","$5,586,965"
2011-2012,Charlie Bell,"$4,099,920","$5,541,872"
2011-2012,Spencer Hawes,"$4,051,024","$5,475,779"
2011-2012,Wesley Johnson,"$4,006,080","$5,415,028"
2011-2012,Jordan Farmar,"$4,000,000","$5,406,810"
2011-2012,Anthony Morrow,"$4,000,000","$5,406,810"
2011-2012,Ryan Gomes,"$4,000,000","$5,406,810"
2011-2012,Steve Blake,"$4,000,000","$5,406,810"
2011-2012,Mario Chalmers,"$4,000,000","$5,406,810"
2011-2012,Hakim Warrick,"$4,000,000","$5,406,810"
2011-2012,Matt Carroll,"$3,900,000","$5,271,639"
2011-2012,Eric Gordon,"$3,831,184","$5,178,621"
2011-2012,Dorell Wright,"$3,823,000","$5,167,558"
2011-2012,Udonis Haslem,"$3,780,000","$5,109,435"
2011-2012,Mike Dunleavy,"$3,750,000","$5,068,884"
2011-2012,Nazr Mohammed,"$3,750,000","$5,068,884"
2011-2012,Tristan Thompson,"$3,726,600","$5,037,254"
2011-2012,CJ Miles,"$3,700,000","$5,001,299"
2011-2012,Nick Young,"$3,695,857","$4,995,699"
2011-2012,Luke Ridnour,"$3,680,000","$4,974,265"
2011-2012,Tiago Splitter,"$3,672,000","$4,963,451"
2011-2012,DeMarcus Cousins,"$3,627,720","$4,903,598"
2011-2012,Joel Anthony,"$3,600,000","$4,866,129"
2011-2012,Shaun Livingston,"$3,500,000","$4,730,958"
2011-2012,Carlos Delfino,"$3,500,000","$4,730,958"
2011-2012,Chris Duhon,"$3,500,000","$4,730,958"
2011-2012,Shannon Brown,"$3,500,000","$4,730,958"
2011-2012,Ricky Rubio,"$3,480,120","$4,704,087"
2011-2012,Jonny Flynn,"$3,414,720","$4,615,685"
2011-2012,CJ Watson,"$3,400,000","$4,595,788"
2011-2012,Derek Fisher,"$3,400,000","$4,595,788"
2011-2012,Marco Belinelli,"$3,377,604","$4,565,515"
2011-2012,Timofey Mozgov,"$3,343,896","$4,519,952"
2011-2012,Daequan Cook,"$3,341,558","$4,516,792"
2011-2012,Matt Bonner,"$3,315,000","$4,480,893"
2011-2012,Thabo Sefolosha,"$3,300,000","$4,460,618"
2011-2012,Ekpe Udoh,"$3,294,960","$4,453,805"
2011-2012,Nick Collison,"$3,272,997","$4,424,118"
2011-2012,Johan Petro,"$3,250,000","$4,393,033"
2011-2012,Will Bynum,"$3,250,000","$4,393,033"
2011-2012,Raja Bell,"$3,240,000","$4,379,516"
2011-2012,DJ Augustin,"$3,236,470","$4,374,744"
2011-2012,Tony Allen,"$3,150,000","$4,257,862"
2011-2012,Stephen Curry,"$3,117,120","$4,213,419"
2011-2012,Brook Lopez,"$3,076,983","$4,159,165"
2011-2012,Jan Vesely,"$3,065,040","$4,143,022"
2011-2012,Corey Brewer,"$3,059,000","$4,134,858"
2011-2012,Jerryd Bayless,"$3,042,280","$4,112,257"
2011-2012,Greg Monroe,"$3,007,920","$4,065,813"
2011-2012,Jason Thompson,"$3,001,284","$4,056,843"
2011-2012,Chris Wilcox,"$3,000,000","$4,055,107"
2011-2012,Shawne Williams,"$3,000,000","$4,055,107"
2011-2012,Jeff Foster,"$3,000,000","$4,055,107"
2011-2012,Josh McRoberts,"$3,000,000","$4,055,107"
2011-2012,Shane Battier,"$3,000,000","$4,055,107"
2011-2012,Brandon Rush,"$2,956,658","$3,996,522"
2011-2012,Anthony Randolph,"$2,911,231","$3,935,118"
2011-2012,Robin Lopez,"$2,862,602","$3,869,386"
2011-2012,Jordan Hill,"$2,855,760","$3,860,138"
2011-2012,Bismack Biyombo,"$2,798,040","$3,782,117"
2011-2012,Al-Farouq Aminu,"$2,755,560","$3,724,697"
2011-2012,Eduardo Najera,"$2,750,000","$3,717,181"
2011-2012,Marreese Speights,"$2,721,255","$3,678,327"
2011-2012,Dahntay Jones,"$2,700,000","$3,649,596"
2011-2012,Antonio McDyess,"$2,640,000","$3,568,494"
2011-2012,DeMar DeRozan,"$2,625,000","$3,548,219"
2011-2012,Roy Hibbert,"$2,588,590","$3,499,003"
2011-2012,Brandon Knight,"$2,563,320","$3,464,846"
2011-2012,Ersan Ilyasova,"$2,541,000","$3,434,676"
2011-2012,Gordon Hayward,"$2,532,960","$3,423,808"
2011-2012,DeShawn Stevenson,"$2,500,000","$3,379,256"
2011-2012,Reggie Williams,"$2,500,000","$3,379,256"
2011-2012,Kenyon Martin,"$2,500,000","$3,379,256"
2011-2012,Jason Smith,"$2,500,000","$3,379,256"
2011-2012,Aaron Gray,"$2,500,000","$3,379,256"
2011-2012,Brandon Jennings,"$2,493,720","$3,370,767"
2011-2012,Ryan Hollins,"$2,483,333","$3,356,727"
2011-2012,JaVale McGee,"$2,462,400","$3,328,432"
2011-2012,Quentin Richardson,"$2,446,600","$3,307,075"
2011-2012,Paul George,"$2,406,240","$3,252,520"
2011-2012,Louis Amundson,"$2,403,000","$3,248,141"
2011-2012,JR Smith,"$2,382,353","$3,220,232"
2011-2012,Terrence Williams,"$2,369,040","$3,202,237"
2011-2012,Kemba Walker,"$2,356,320","$3,185,043"
2011-2012,JJ Hickson,"$2,354,537","$3,182,633"
2011-2012,Cole Aldrich,"$2,286,000","$3,089,991"
2011-2012,Gerald Henderson,"$2,250,600","$3,042,141"
2011-2012,Anthony Parker,"$2,250,000","$3,041,330"
2011-2012,Keyon Dooling,"$2,246,400","$3,036,464"
2011-2012,Ben Wallace,"$2,246,400","$3,036,464"
2011-2012,Ryan Anderson,"$2,244,601","$3,034,032"
2011-2012,Jimmer Fredette,"$2,238,360","$3,025,596"
2011-2012,Courtney Lee,"$2,225,093","$3,007,663"
2011-2012,Kosta Koufos,"$2,203,792","$2,978,871"
2011-2012,Rudy Fernandez,"$2,180,443","$2,947,310"
2011-2012,Xavier Henry,"$2,171,640","$2,935,411"
2011-2012,Nicolas Batum,"$2,155,365","$2,913,412"
2011-2012,Josh Howard,"$2,150,000","$2,906,160"
2011-2012,Tyler Hansbrough,"$2,138,040","$2,889,994"
2011-2012,Klay Thompson,"$2,126,520","$2,874,422"
2011-2012,Goran Dragic,"$2,108,000","$2,849,388"
2011-2012,George Hill,"$2,086,360","$2,820,138"
2011-2012,Ed Davis,"$2,063,040","$2,788,616"
2011-2012,Anthony Tolliver,"$2,050,000","$2,770,990"
2011-2012,Darrell Arthur,"$2,027,119","$2,740,061"
2011-2012,Alec Burks,"$2,020,200","$2,730,709"
2011-2012,Donte Greene,"$2,015,896","$2,724,891"
2011-2012,DJ White,"$2,001,167","$2,704,982"
2011-2012,Dante Cunningham,"$2,000,000","$2,703,405"
2011-2012,Earl Watson,"$2,000,000","$2,703,405"
2011-2012,Patrick Patterson,"$1,959,960","$2,649,282"
2011-2012,Austin Daye,"$1,929,600","$2,608,245"
2011-2012,Markieff Morris,"$1,919,160","$2,594,133"
2011-2012,Matt Barnes,"$1,906,200","$2,576,615"
2011-2012,Larry Sanders,"$1,861,920","$2,516,761"
2011-2012,Omer Asik,"$1,857,500","$2,510,787"
2011-2012,James Johnson,"$1,833,120","$2,477,832"
2011-2012,Marcus Morris,"$1,823,280","$2,464,532"
2011-2012,Luke Babbitt,"$1,768,800","$2,390,891"
2011-2012,Jrue Holiday,"$1,741,440","$2,353,908"
2011-2012,Kawhi Leonard,"$1,731,960","$2,341,094"
2011-2012,Kevin Seraphin,"$1,680,360","$2,271,346"
2011-2012,Renaldo Balkman,"$1,675,000","$2,264,101"
2011-2012,Ty Lawson,"$1,654,440","$2,236,310"
2011-2012,Nikola Vucevic,"$1,645,400","$2,224,091"
2011-2012,Eric Bledsoe,"$1,596,360","$2,157,803"
2011-2012,Jeff Teague,"$1,579,920","$2,135,581"
2011-2012,Gustavo Ayon,"$1,567,500","$2,118,793"
2011-2012,Iman Shumpert,"$1,563,120","$2,112,873"
2011-2012,Avery Bradley,"$1,524,480","$2,060,643"
2011-2012,Eric Maynor,"$1,516,680","$2,050,100"
